Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
GER_2530;Északi Bátorsziget;;;;;;;;;;;;;
AST_2528;Öbölpart;;;;;;;;;;;;;
PROV528;Hambuurich;;;;;;;;;;;;
PROV1393;Löysimesen;;;;;;;;;;;;
PROV1394;Saarenpunki;;;;;;;;;;;;
PROV1395;Haukienpäätlinna;;;;;;;;;;;;
PROV1396;Banäänikentäti;;;;;;;;;;;;
PROV1426;Kummitusklinn;;;;;;;;;;;;;
PROV1397;Kaunispunki;;;;;;;;;;;;
PROV1417;Viiskülkkindlus;;;;;;;;;;;;;
PROV1418;Esitatüdirm;;;;;;;;;;;;;
PROV1419;Siskeesi Pühakoht;;;;;;;;;;;;;
PROV1420;Muuttilinenjõglinn;;;;;;;;;;;;;
PROV1421;Vaike Turüsaare;;;;;;;;;;;;;
PROV1422;Siseskülalut;;;;;;;;;;;;;
PROV1423;Soolajõelinn;;;;;;;;;;;;;
PROV1424;Azúrotája;;;;;;;;;;;;;
PROV1425;Jühlapaikka;;;;;;;;;;;;;
PROV1427;Sürpühasait;;;;;;;;;;;;;
PROV1429;Sesumuhosu;;;;;;;;;;;;;
PROV1430;Makassar;;;;;;;;;;;;;
PROV1431;Harlausikrüpt;;;;;;;;;;;;
PROV1432;Kõrgemälinn;;;;;;;;;;;;;
PROV1433;Kaugelinn;;;;;;;;;;;;;
PROV1434;Õilismõõk;;;;;;;;;;;;;
PROV1435;Äädiorg;;;;;;;;;;;;;
PROV1436;Keilahte;;;;;;;;;;;;;
PROV1437;Andam-Hallintosaare;;;;;;;;;;;;;
PROV1439;Kristusekirik;;;;;;;;;;;;;
PROV1441;Kahepoolne Pühakoht;;;;;;;;;;;;;
PROV1447;Vaprussaare;;;;;;;;;;;;;
PROV1448;Szegfuszegváros;;;;;;;;;;;;;
PROV1449;Õikeusilmeattisaare;;;;;;;;;;;;;
PROV1450;Äärelinn;;;;;;;;;;;;;
PROV1451;Kuningaidesaare;;;;;;;;;;;;;
PROV1452;Zuhanojszakaiszigetek;;;;;;;;;;;;;
PROV1453;Garudaerod;;;;;;;;;;;;;
PROV1454;Gyozelemiváros;;;;;;;;;;;;;
PROV1462;Sildümisköht;;;;;;;;;;;;
PROV1463;Valjaskõrlasiköht;;;;;;;;;;;;
PROV1464;Sadam Moonika;;;;;;;;;;;;;
PROV1560;Teljesítopart;;;;;;;;;;;;;
PROV2528;Käärented Kiköto;;;;;;;;;;;;
PROV2529;Sokfolyóváros;;;;;;;;;;;;
PROV2530;Kertváros;;;;;;;;;;;;
PROV2531;Kereskeváros;;;;;;;;;;;;
CHI_1465;Eastern Mongolia;;;;;;;;;;;;;
CHI_1468;Western Mongolia;;;;;;;;;;;;;
CHI_1470;South Anhui;;;;;;;;;;;;;
CHI_1477;North Anhui;;;;;;;;;;;;;
CHI_1479;Fengtian;;;;;;;;;;;;;
CHI_1482;Fujian;;;;;;;;;;;;;
CHI_1485;Formosa;;;;;;;;;;;;;
CHI_1490;Gansu;;;;;;;;;;;;;
CHI_1493;East Canton;;;;;;;;;;;;;
CHI_1496;Hong Kong;;;;;;;;;;;;;
CHI_1499;West Canton;;;;;;;;;;;;;
CHI_1502;Guangxi;;;;;;;;;;;;;
CHI_1505;Guizhou;;;;;;;;;;;;;
CHI_1508;East Henan;;;;;;;;;;;;;
CHI_1510;West Henan;;;;;;;;;;;;;
CHI_1519;West Hubei;;;;;;;;;;;;;
CHI_1522;East Hubei;;;;;;;;;;;;;
PROV1523;Xiangyang;;;;;;;;;;;;;
CHI_1524;North Hunan;;;;;;;;;;;;;
CHI_1526;South Hunan;;;;;;;;;;;;;
CHI_1532;Inner Mongolia;;;;;;;;;;;;;
CHI_1540;North Jiangsu;;;;;;;;;;;;;
PROV1542;Xuzhou;;;;;;;;;;;;;
CHI_1545;North Jiangxi;;;;;;;;;;;;;
CHI_1547;South Jiangxi;;;;;;;;;;;;;
CHI_1552;Heilongjiang;;;;;;;;;;;;;
CHI_1555;Kirin;;;;;;;;;;;;;
PROV1559;Xian;;;;;;;;;;;;;
CHI_1559;Shaanxi;;;;;;;;;;;;;
CHI_1563;West Shandong;;;;;;;;;;;;;
CHI_1572;Shanxi;;;;;;;;;;;;;
CHI_1578;West Sichuan;;;;;;;;;;;;;
CHI_1579;East Sichuan;;;;;;;;;;;;;
TIB_1587;Eastern Himalayas;;;;;;;;;;;;;
CHI_1594;Kashgar;;;;;;;;;;;;;
CHI_1600;Urumqui;;;;;;;;;;;;;
CHI_1601;Yunnan;;;;;;;;;;;;;
CHI_1604;North Zhejiang;;;;;;;;;;;;;
CHI_1610;South Zhejiang;;;;;;;;;;;;;
PROV612;Sölden;;;;;;;;;;;;
PROV1612;Baoding;;;;;;;;;;;;;
CHI_1612;Hebei;;;;;;;;;;;;;
PROV1616;Peking;;;;;;;;;;;;;
CHI_1616;Shuntian;;;;;;;;;;;;;
PROV1643;Ishikari;;;;;;;;;;;;;
JAP_1649;Kanto;;;;;;;;;;;;;
JAP_1654;Bonin Islands;;;;;;;;;;;;;
JAP_1655;Kansai;;;;;;;;;;;;;
JAP_1640;Chugoku;;;;;;;;;;;;;
JAP_1665;Shikoku;;;;;;;;;;;;;
JAP_1660;Kyushu;;;;;;;;;;;;;
JAP_1672;Tohoku;;;;;;;;;;;;;
JAP_1675;Chubu;;;;;;;;;;;;;
PROV1679;Amami;;;;;;;;;;;;;
MOR_1693;Marrakesh;;;;;;;;;;;;;
ALD_1704;Oran;;;;;;;;;;;;;
ALD_1708;Constantine;;;;;;;;;;;;;
PROV1709;Bône;;;;;;;;;;;;;
ALD_1713;North Sahara;;;;;;;;;;;;;
TRI_1731;Tripolitania;;;;;;;;;;;;;
TRI_1735;Cyrenaica;;;;;;;;;;;;;
TRI_1740;Fezzan;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;;
EGY_1755;Sinai;;;;;;;;;;;;;
ENG_1844;Sudd;;;;;;;;;;;;;
ETH_1852;Begemder;;;;;;;;;;;;;
ETH_1853;Tigray;;;;;;;;;;;;;
ETH_1859;Shewa;;;;;;;;;;;;;
ETH_1862;Gibe;;;;;;;;;;;;;
ETH_1865;Hararghe;;;;;;;;;;;;;
PROV1860;Hawassa;;;;;;;;;;;;;
PROV1863;Jimma;;;;;;;;;;;;;
PROV1864;Sidamo;;;;;;;;;;;;;
PROV1866;Bale;;;;;;;;;;;;;
PROV1867;Ogaden;;;;;;;;;;;;;
SOM_1868;South Somaliland;;;;;;;;;;;;;
SOM_1872;North Somaliland;;;;;;;;;;;;;
FRA_1878;Guinea-Bissau;;;;;;;;;;;;;
FRA_1883;Guinea;;;;;;;;;;;;;
ASH_1909;Gold Coast;;;;;;;;;;;;;
FRA_1919;Dahomey;;;;;;;;;;;;;
SOK_1934;Biafra;;;;;;;;;;;;;
SOK_1937;Tukari;;;;;;;;;;;;;
SOK_1945;Kano;;;;;;;;;;;;;
SPA_1955;Equatorial Guinea;;;;;;;;;;;;;
ENG_1956;Cameroon;;;;;;;;;;;;;
SOK_1963;Adamawa;;;;;;;;;;;;;
FRA_1970;Bangassou;;;;;;;;;;;;;
BEL_1990;Kivu;;;;;;;;;;;;;
BEL_1996;Congo Orientale;;;;;;;;;;;;;
BEL_2034;Ruanda-Urundi;;;;;;;;;;;;;
ENG_2036;Zanzibar;;;;;;;;;;;;;
ENG_2044;Tanganyika;;;;;;;;;;;;;
ENG_2048;Zanzibar;;;;;;;;;;;;;
POR_2054;Sofala;;;;;;;;;;;;;
ENG_2067;Nyasaland;;;;;;;;;;;;;
ENG_2068;Mashonaland;;;;;;;;;;;;;
ENG_2071;Rozwi;;;;;;;;;;;;;
ENG_2074;Bechuanaland;;;;;;;;;;;;;
ENG_2094;Griqualand West;;;;;;;;;;;;;
FRA_429;Auxerrois;;;;;;;;;;;;
FRA_445;Auvergne;;;;;;;;;;;;
SIC_759;Calabria;;;;;;;;;;;;
PROV420;Brest;;;;;;;;;;;;
PROV421;Sant-Brieg;;;;;;;;;;;;
PROV422;Gwened;;;;;;;;;;;;
PROV423;Nàunnt;;;;;;;;;;;;
PROV424;Rennes;;;;;;;;;;;;
PROV403;St-Quentin;;;;;;;;;;;;;
PROV408;Reims;;;;;;;;;;;;;
PROV415;Le Havre;;;;;;;;;;;;;
PROV416;Évreux;;;;;;;;;;;;
PROV417;Perche;;;;;;;;;;;;
PROV418;Caen;;;;;;;;;;;;
PROV431;Chalon;;;;;;;;;;;;;
PROV435;Angers;;;;;;;;;;;;;
PROV430;Vichy;;;;;;;;;;;;;
PROV434;Partenæs;;;;;;;;;;;;
PROV437;Funtenæs;;;;;;;;;;;;
PROV442;La Rochéle;;;;;;;;;;;;
PROV443;Poétæ;;;;;;;;;;;;
PROV444;Engùlæme;;;;;;;;;;;;
PROV441;Tours;Tours;Tours;;Tours;;;;;;;;
PROV445;Limòtges;;;;;;;;;;;;
PROV446;Marse;;;;;;;;;;;;;
PROV448;Clharmou;;;;;;;;;;;;
PROV447;Peireguers;;;;;;;;;;;;;
PROV449;Mende;;;;;;;;;;;;
PROV450;Carcin;;;;;;;;;;;;
PROV451;Lyon;;;;;;;;;;;;;
PROV453;Valença;;;;;;;;;;;;
PROV454;Graswalde;;;;;;;;;;;;
PROV455;Tolosa;;;;;;;;;;;;
PROV456;Albi;;;;;;;;;;;;
PROV452;Saint-Étienne;;;;;;;;;;;;;
PROV457;Bug;;;;;;;;;;;;;
PROV458;Bordèu;;;;;;;;;;;;
PROV459;Labret;;;;;;;;;;;;;
PROV460;Paue;;;;;;;;;;;;
PROV461;Montpelhièr;;;;;;;;;;;;
PROV462;Rodés;;;;;;;;;;;;
PROV463;Narbona;;;;;;;;;;;;;
PROV464;Perpinyà;;;;;;;;;;;;
PROV465;Savoye;;;;;;;;;;;;
PROV466;Kamrach;;;;;;;;;;;;
PROV467;Marselha;;;;;;;;;;;;
PROV468;Montelaimar;;;;;;;;;;;;;
PROV469;Dinha;;;;;;;;;;;;
PROV470;Tolon;;;;;;;;;;;;
PROV471;Frejús;;;;;;;;;;;;;
PROV472;Niça;;;;;;;;;;;;
PROV475;Uviéu;;;;;;;;;;;;
PROV477;Asturgo;;;;;;;;;;;;
PROV478;Sanander;;;;;;;;;;;;
PROV480;Pallanto;;;;;;;;;;;;
PROV482;Salmate;;;;;;;;;;;;
PROV483;Abelu;;;;;;;;;;;;
PROV492;Bilbo;;;;;;;;;;;;
PROV493;Olit;;;;;;;;;;;;
PROV487;Magetoru;;;;;;;;;;;;
PROV488;Segotia;;;;;;;;;;;;
PROV489;Toletu;;;;;;;;;;;;
PROV490;Antiurge;;;;;;;;;;;;
PROV491;Balberde;;;;;;;;;;;;
PROV494;Vaddetolito;;;;;;;;;;;;
PROV495;Saragossa;;;;;;;;;;;;
PROV496;Òsca;;;;;;;;;;;;
PROV497;Teròl;;;;;;;;;;;;
PROV498;Barssalona;;;;;;;;;;;;
PROV499;Girona;;;;;;;;;;;;
PROV500;Lhèida;;;;;;;;;;;;
PROV501;Tarragona;;;;;;;;;;;;
PROV502;Ìsulas Baleares;;;;;;;;;;;;
PROV2136;Ìsulas Caniu;;;;;;;;;;;;
PROV2134;Asures;;;;;;;;;;;;
PROV2135;Benedattu;;;;;;;;;;;;
PROV503;Valentzia;;;;;;;;;;;;
PROV504;Castariu;;;;;;;;;;;;
PROV505;Elitzi;;;;;;;;;;;;
PROV507;Murtzia;;;;;;;;;;;;
PROV607;Gämf;;;;;;;;;;;;
PROV608;Noieburg;;;;;;;;;;;;
PROV611;Chéira;;;;;;;;;;;;
PROV614;Vallis;;;;;;;;;;;;
PROV721;Osta;;;;;;;;;;;;
PROV733;Ùdine;;;;;;;;;;;;
PROV734;Trént;;;;;;;;;;;;;
PROV735;Bulsan;;;;;;;;;;;;
PROV2568;Lauwens;;;;;;;;;;;;
PROV2124;Maore;;;;;;;;;;;;;
PROV220;Annapolis;;;;;;;;;;;;;
PROV2745;Gulf of Se Gadira;;;;;;;;;;;;;
PROV2744;Lusitanian Sea;;;;;;;;;;;;
PROV2746;Pilastrius d’Eracle;;;;;;;;;;;;
PROV2747;Gulf of Orci;;;;;;;;;;;;
PROV2748;Gulf of Valentzia;;;;;;;;;;;
PROV2749;Gulf of Leon;;;;;;;;;;;
PROV2923;Nawaksut Coast;;;;;;;;;;;;
PROV2924;Cani Sea;;;;;;;;;;;;
PROV2925;Coast of Muretannia;;;;;;;;;;;;
PROV3020;Sea of Asures;;;;;;;;;;;;
SPA_484;Extremadura;;;;;;;;;;;;
SPA_487;Toletzia;;;;;;;;;;;;
SPA_503;Cartaginnia;;;;;;;;;;;;
SPA_512;Ispaddia;;;;;;;;;;;;
SPA_513;Gadiria;;;;;;;;;;;;
POR_518;Douro;;;;;;;;;;;;
POR_521;Ulissia;;;;;;;;;;;;
POR_525;Lusitannia;;;;;;;;;;;;
POR_2134;Macaronesia;;;;;;;;;;;;
PROV3;Fort Nikolaevskaia;;;;;;;;;;;;;
PROV4;Nikolaevsk;;;;;;;;;;;;;
PROV5;Kad'yak;;;;;;;;;;;;;
PROV2630;Vostochnaya;;;;;;;;;;;;;
PROV2;Saint Dionysius;;;;;;;;;;;;;
PROV1;Novoarkhangelsk;;;;;;;;;;;;;
PROV107;Riverside;;;;;;;;;;;;;
PROV108;Grand Junction;;;;;;;;;;;;;
PROV104;San Francisco;;;;;;;;;;;;;
PROV2146;D.C.;;;;;;;;;;;;;
PROV2148;Albuquerque;;;;;;;;;;;;;
PROV231;Camden;;;;;;;;;;;;;
UCA_2191;El Salvador;;;;;;;;;;;;;
UCA_2193;Honduras;;;;;;;;;;;;;
CHI_2221;South Jiangsu;;;;;;;;;;;;;
NET_2235;Leeward Antilles;;;;;;;;;;;;;
PEU_2308;Arica;;;;;;;;;;;;;
BOL_2309;Antofagasta;;;;;;;;;;;;;
ARG_2360;Entre Rios;;;;;;;;;;;;;
PROV2367;Xolotas;;;;;;;;;;;;;
ARG_2374;Catamarca;;;;;;;;;;;;;
BRZ_2421;Goiás;;;;;;;;;;;;;
AST_2454;Fiji;;;;;;;;;;;;;
BRZ_2461;Santa Catarina;;;;;;;;;;;;;
SPA_2517;Mariana Islands;;;;;;;;;;;;;
AST_2534;Solomon Islands;;;;;;;;;;;;;
AST_2535;Melanesian Islands;;;;;;;;;;;;;
AUS_2538;Vojvodina;;;;;;;;;;;;;
TON_2540;Tonga;;;;;;;;;;;;;
USA_2543;Samoa;;;;;;;;;;;;;
PROV2554;Misiones;;;;;;;;;;;;;
HES_2560;Hessen;;;;;;;;;;;;;
RUS_2587;Kola;;;;;;;;;;;;;
CHI_2678;Outer Mongolia;;;;;;;;;;;;;
PROV2834;Bay of Ayan;;;;;;;;;;;;;
PROV2836;Coast of Kamchatka;;;;;;;;;;;;;
PROV2837;Sea of Okhotsk;;;;;;;;;;;;;
PROV2838;Coast of Sakhalin;;;;;;;;;;;;;
PROV2843;Seto Inland Sea;;;;;;;;;;;;;
PROV3126;Coast of Minami;;;;;;;;;;;;;
CAN_13;Columbia;;;;;;;;;;;;;
PROV19;Valemount;;;;;;;;;;;;;
HAN_528;Niederelbe;;;;;;;;;;;;;
PRU_553;Anhalt;;;;;;;;;;;;;
PRU_554;Thüringen;;;;;;;;;;;;;
SAX_558;Sachsen;;;;;;;;;;;;;
PRU_570;Pfalz;;;;;;;;;;;;;
PRU_578;Ost-Rheinland;;;;;;;;;;;;;
BAV_595;Franken;;;;;;;;;;;;;
PRU_684;Upper Silesia;;;;;;;;;;;;;
PROV79;Fort Vancouver;;;;;;;;;;;;;
PROV18;Dawson's Creek;;;;;;;;;;;;;
PROV129;Guymon;;;;;;;;;;;;;
PROV128;Hugoton;;;;;;;;;;;;;
PROV629;Pilsen;;;;;;;;;;;;;
PROV630;Budweis;;;;;;;;;;;;;
PROV637;Kassa;;;;;;;;;;;;;
PROV638;Eperjes;;;;;;;;;;;;;
PROV657;Segesvár;;;;;;;;;;;;;
AUS_625;Bohemia-Moravia;;;;;;;;;;;;;
PROV625;Kladen;;;;;;;;;;;;
AUS_626;Sudetenland;;;;;;;;;;;;;
PROV626;Hradec Králové;;;;;;;;;;;;;
PROV628;Liberec;;;;;;;;;;;;;
PROV632;Olomuniec;;;;;;;;;;;;;
PROV688;Opawa;;;;;;;;;;;;
PROV84;Sacramento;;;;;;;;;;;;;
PROV86;Truckee;;;;;;;;;;;;;
PROV98;Cedar City;;;;;;;;;;;;;
PROV23;Fort McMurray;;;;;;;;;;;;;
PROV27;Edmonton;;;;;;;;;;;;;
PROV31;Black Lake;;;;;;;;;;;;;
PROV32;La Ronge;;;;;;;;;;;;;
PROV40;Dauphin;;;;;;;;;;;;;
PROV9;Fort MacKenzie;;;;;;;;;;;;;
PROV2626;Sakami;;;;;;;;;;;;;
PROV59;Mistissini;;;;;;;;;;;;;
PROV2140;Hermosillo;;;;;;;;;;;;;
PROV2137;Nogales;;;;;;;;;;;;;
PROV2143;El Paso del Norte;;;;;;;;;;;;;
PROV2147;Ciudad Acuña;;;;;;;;;;;;;
PROV2171;Cololo;;;;;;;;;;;;;
PROV103;Pueblo;;;;;;;;;;;;;
PROV109;Aspen;;;;;;;;;;;;;
PROV105;Santa Fe;;;;;;;;;;;;;
PROV218;Wheeling;;;;;;;;;;;;;
PROV217;Green Bank;;;;;;;;;;;;;
PROV2187;Qumarqaj;;;;;;;;;;;;;
PROV2628;Iximche;;;;;;;;;;;;;
BAV_601;Niederbayern;;;;;;;;;;;;;
PROV3249;Old Tianjin;;;;;;;;;;;;;
PROV606;Lozärn;;;;;;;;;;;;;
PROV2627;Coudersport;;;;;;;;;;;;;
PROV160;Superior;;;;;;;;;;;;;
PROV3250;Valenz;;;;;;;;;;;;;
PROV3251;Mónegu;;;;;;;;;;;;;
PROV185;Pikeville;;;;;;;;;;;;;
PROV186;Lexington;;;;;;;;;;;;;
PROV196;Gadsden;;;;;;;;;;;;;
PROV193;Greenwood;;;;;;;;;;;;;
PROV168;Olney;;;;;;;;;;;;;
PROV3252;Fois;;;;;;;;;;;;;
PROV42;Winnipeg;;;;;;;;;;;;;
PROV36;Pinawa;;;;;;;;;;;;;
PROV3253;Innschpruckh;;;;;;;;;;;;;
PROV3254;Bückeborg;;;;;;;;;;;;;
PROV3255;Reuss;;;;;;;;;;;;;
PROV3256;Sondershausen;;;;;;;;;;;;;
PROV3257;Waldeck;;;;;;;;;;;;;
PROV60;Richmond;;;;;;;;;;;;;
PROV211;Lynchburg;;;;;;;;;;;;;
PROV2186;Chiya;;;;;;;;;;;;;
PROV14;Victoria;;;;;;;;;;;;;
PROV3259;Sibetsboarch;;;;;;;;;;;;;
east_africa;East Africa;;;;;;;;;;;;;
west_africa;West Africa;;;;;;;;;;;;;
south_west_africa;South-West Africa;;;;;;;;;;;;;
central_africa;Equatorial Africa;;;;;;;;;;;;;
indochina;Indochina;;;;;;;;;;;;;
equatorial_africa;Equatorial Africa;;;;;;;;;;;;;
PROV599;Minga;;;;;;;;;;;;;
PROV595;Nürnberg;;;;;;;;;;;;;
PROV575;Keulen;;;;;;;;;;;;;
PROV577;Kleef;;;;;;;;;;;;;
PROV536;Braunschweig;;;;;;;;;;;;;
PROV2560;Darmstadt;;;;;;;;;;;;
PROV2561;Sieburch;;;;;;;;;;;;
PROV529;Teterow;;;;;;;;;;;;
PROV530;Lübeek;;;;;;;;;;;;
PROV532;Lümborg;;;;;;;;;;;;
PROV535;Negenborg;;;;;;;;;;;;
PROV537;Chöttingen;;;;;;;;;;;;
PROV538;Ossenbrügge;;;;;;;;;;;;
PROV539;Breem;;;;;;;;;;;;
PROV541;Kloppenbuorg;;;;;;;;;;;;
PROV542;Lingen;;;;;;;;;;;;
PROV544;Swerin;;;;;;;;;;;;
PROV545;Miastorezyden;;;;;;;;;;;;
PROV546;Szczecin;;;;;;;;;;;;
PROV548;Strzalów;;;;;;;;;;;;
PROV549;Birlcin;;;;;;;;;;;;
PROV550;Prenzlow;;;;;;;;;;;;
PROV551;Przestawilk;;;;;;;;;;;;
PROV552;Chociebuz;;;;;;;;;;;;
PROV553;Meideborg;;;;;;;;;;;;
PROV554;Erfurt;;;;;;;;;;;;
PROV555;Dessau;;;;;;;;;;;;
PROV556;Dobrogóra;;;;;;;;;;;;
PROV557;Stendal;;;;;;;;;;;;
PROV558;Dräsdn;;;;;;;;;;;;
PROV559;Leibz'sch;;;;;;;;;;;;
PROV560;Chemnitz;;;;;;;;;;;;
PROV561;Weimar;;;;;;;;;;;;
PROV562;Gotha;;;;;;;;;;;;
PROV563;Meiningen;;;;;;;;;;;;
PROV564;Frankfort;;;;;;;;;;;;
PROV565;Wiesbade;;;;;;;;;;;;
PROV566;Cassel;;;;;;;;;;;;
PROV568;Fulde;;;;;;;;;;;;
PROV569;Manne;;;;;;;;;;;;
PROV570;Määnz;;;;;;;;;;;;
PROV571;Lautre;;;;;;;;;;;;
PROV572;Tréier;;;;;;;;;;;;
PROV573;Saarbrigge;;;;;;;;;;;;
PROV576;Oche;;;;;;;;;;;;
PROV578;Düsseldörp;;;;;;;;;;;;
PROV580;Düörpm;;;;;;;;;;;;
PROV581;Mönster;;;;;;;;;;;;
PROV582;Minn;;;;;;;;;;;;
PROV583;Siegen;;;;;;;;;;;;
PROV584;Körbach;;;;;;;;;;;;
PROV585;Deppeln;;;;;;;;;;;;
PROV586;Karlsrueh;;;;;;;;;;;;
PROV587;Friburg;;;;;;;;;;;;
PROV588;Konschdanz;;;;;;;;;;;;
PROV589;Schduagord;;;;;;;;;;;;
PROV590;Haalbrunn;;;;;;;;;;;;
PROV591;Dibenga;;;;;;;;;;;;
PROV592;Augschbuag;;;;;;;;;;;;
PROV593;Ulem;;;;;;;;;;;;
PROV594;Raveschburg;;;;;;;;;;;;
PROV596;Ascheberch;;;;;;;;;;;;
PROV597;Wörtzburch;;;;;;;;;;;;
PROV598;Bareid;;;;;;;;;;;;
PROV600;Landshuad;;;;;;;;;;;;
PROV601;Inglstod;;;;;;;;;;;;
PROV602;Rengschbuach;;;;;;;;;;;;
PROV604;Basel;;;;;;;;;;;;
PROV399;Risjel;;;;;;;;;;;;
PROV400;Dúntsjerke;;;;;;;;;;;;;
PROV534;Hannober;;;;;;;;;;;;;
PROV3481;Mossbach;;;;;;;;;;;;;
FRA_438;Centre-Val de Loire;;;;;;;;;;;;;
SIC_763;Sicilia;;;;;;;;;;;;;
PROV843;Samos;;;;;;;;;;;;;
PROV906;Suada;;;;;;;;;;;;;
PROV2442;Divinopolis;;;;;;;;;;;;;
PROV2445;Uberlândia;;;;;;;;;;;;;
PROV3443;Curral Del Rey;;;;;;;;;;;;;
PROV3444;Barbacena;;;;;;;;;;;;;
PROV3445;Ipatinga;;;;;;;;;;;;;
PROV3446;Montes Claros;;;;;;;;;;;;;
PROV2443;Teofilo Otoni;;;;;;;;;;;;;
PROV2444;Patos de Minas;;;;;;;;;;;;;
BRZ_2446_1;Minas Gerais Norte;;;;;;;;;;;;;
BRZ_2446_2;Minas Gerais Sul;;;;;;;;;;;;;
BRZ_2446_3;Minas Gerais Centro;;;;;;;;;;;;;
SPA_498;Tarragona;;;;;;;;;;;;
AUS_641;Közép-Magyarország;;;;;;;;;;;;;
AUS_623;Nyugat-Magyarország;;;;;;;;;;;;
AUS_633;Nyugat-Nyitra;;;;;;;;;;;;
AUS_624;Keleti-Nyitra;;;;;;;;;;;;;
AUS_647;Alföld;;;;;;;;;;;;;
AUS_950;Kárpátalja;;;;;;;;;;;;;
FRA_2622;Bar;;;;;;;;;;;;;
FRA_399;Guise;;;;;;;;;;;;
PROV3490;Stavanger;;;;;;;;;;;;;
PROV3491;San Carlos;;;;;;;;;;;;;
PROV3492;Juigalpa;;;;;;;;;;;;;
PROV3493;Wismer;;;;;;;;;;;;;
PROV823;Siruz;;;;;;;;;;;;;
PROV825;Kavala;;;;;;;;;;;;;
PROV2729;Côte D'Argent;;;;;;;;;;;;;
PROV2750;Côte D'Azur;;;;;;;;;;;;;
PROV3539;Mar Chiquita;;;;;;;;;;;;;
PROV3540;Jaensõng;;;;;;;;;;;;;
PROV3541;Valine Makassar;;;;;;;;;;;;;
PROV3542;Powo;;;;;;;;;;;;;
PROV3543;Hor;;;;;;;;;;;;;
PROV3544;Mustang;;;;;;;;;;;;;
PROV3545;Sipsongpanna;;;;;;;;;;;;;
PROV3546;Nangchen;;;;;;;;;;;;;
PROV3547;Lingtsang;;;;;;;;;;;;;
PROV3548;Pangyang;;;;;;;;;;;;;
PROV3549;Hsipaw;;;;;;;;;;;;;
PROV3550;Kengtung;;;;;;;;;;;;;
PROV3551;Lawksawk;;;;;;;;;;;;;
PROV3552;Mongpan;;;;;;;;;;;;;
PROV3553;Bhamo;;;;;;;;;;;;;
PROV3554;Kungkeng;;;;;;;;;;;;;
PROV3555;Spittal;;;;;;;;;;;;;
PROV3556;Liezn;;;;;;;;;;;;;
PROV3557;Steia;;;;;;;;;;;;;
PROV3558;Diongaga;;;;;;;;;;;;;
PROV3559;Vitsablinu;;;;;;;;;;;;;
PROV3560;Nara;;;;;;;;;;;;;
PROV3561;Rét;;;;;;;;;;;;;
PROV3562;Otena;;;;;;;;;;;;;
PROV3563;Balteva;;;;;;;;;;;;;
PROV3564;Jászberény;;;;;;;;;;;;;
PROV3565;Jászapáti;;;;;;;;;;;;;
PROV3566;Jászvár;;;;;;;;;;;;;
PROV3567;Arad;;;;;;;;;;;;;
PROV3568;Magyarahágy;;;;;;;;;;;;;
PROV3569;Nagyegyed;;;;;;;;;;;;;
PROV3570;Novacastra;;;;;;;;;;;;;
PROV3571;Jásztávolivár;;;;;;;;;;;;;
PROV3572;Éghetelvár;;;;;;;;;;;;;
PROV3573;Néapromachión;;;;;;;;;;;;;
PROV3574;Kotyaion;;;;;;;;;;;;;
PROV3575;Egdava;;;;;;;;;;;;;
PROV3576;Garsaura;;;;;;;;;;;;;
PROV3577;Side;;;;;;;;;;;;;
PROV3578;Korakassa;;;;;;;;;;;;;
PROV3579;Anemourion;;;;;;;;;;;;;
PROV3580;Olbasa;;;;;;;;;;;;;
PROV3581;Lageina;;;;;;;;;;;;;
PROV3582;Misthia;;;;;;;;;;;;;
PROV3583;Laranda;;;;;;;;;;;;;
PROV3584;Habesa;;;;;;;;;;;;;
PROV3585;Physkos;;;;;;;;;;;;;
PROV3586;Kythira;;;;;;;;;;;;;
PROV3587;South Aegean;;;;;;;;;;;;;
PROV3588;Khios;;;;;;;;;;;;;
PROV3589;Sporadhes;;;;;;;;;;;;;
PROV3590;Lesbos;;;;;;;;;;;;;
PROV3591;Katábory;;;;;;;;;;;;;
PROV3592;Chork Marzban;;;;;;;;;;;;;
PROV3593;Tigranik'ag;;;;;;;;;;;;;
PROV3594;Tarson;;;;;;;;;;;;;
PROV3595;Nahita;;;;;;;;;;;;;
PROV3596;Marassa;;;;;;;;;;;;;
PROV3597;Ahiyuva;;;;;;;;;;;;;
PROV3598;Kussara;;;;;;;;;;;;;
PROV3599;Samuha;;;;;;;;;;;;;
PROV3600;Leontokome;;;;;;;;;;;;;
PROV3601;Pergamos;;;;;;;;;;;;;
PROV3602;Gumenice;;;;;;;;;;;;;
PROV3603;Bithynion;;;;;;;;;;;;;
PROV3604;Cromna;;;;;;;;;;;;;
PROV3605;Zaliche;;;;;;;;;;;;;
PROV3606;Enete;;;;;;;;;;;;;
PROV3607;Kotyora;;;;;;;;;;;;;
PROV3608;Cabira;;;;;;;;;;;;;
PROV3609;Ayr;;;;;;;;;;;;;
PROV3610;Sciobairin;;;;;;;;;;;;;
PROV3611;Cloichnacoillte;;;;;;;;;;;;;
PROV3612;Cionn tSaile;;;;;;;;;;;;;
